"Titre","Créé","Modifié","Nom","numerosLot","numerosOf","Of precedent","Of precedent: Nom","Of Lavage","Of Lavage: Nom","Date","Facing","Régleur","Moussant","Ref flacon","Observation","Programme","Godet","Volume","Volume démarrage","Filtre","Pompe 1","Motorisé 1","valeur 1","Bute bec 1","tube bec 1","Centreur 1","Pompe 2","motorisé 2","valeur 2","bute bec 2","tube bec 2","Centreur 2","Pompe 3","motorisé 3","valeur 3","bute bec 3","tube bec 3","Centreur 3","Pompe 4","valeur 4","bute bec 4","tube bec 4","Centreur 4","Type de bec","H machine","ctrl jus H","ctrl jus prof","ctrl ultra","H compo 1","Prés_Marteau","H marteau","Embout","H compo 2","Prés_Visseuse","couple vis","buté vis","pince vis","H pince ext","Type pince ext","H pince int","Type pince int","cadence","visseuse","H finale","convoyeur","cames bec on","cames bec off","presence_Ceuilleur","Cueilleur","Cueilleur 1 ","Cueilleur 2","Cueilleur 3","Hauteur rail","Dégodiseur A","Dégodiseur B","Dégodiseur C","Etiquette","Consigne Etiquette","Etiqueteuse","vrac","vrac: type vrac","vrac: Pompe","vrac: Etuve","vrac: T°C ambiante","vrac: Rincage Eko","vrac: Circuit Fermé Microbio","CF","vrac: Commentaire","vrac: Labo validation","vrac: Microbio validation"
"Kp15001","27/05/2025 22:06","23/07/2025 03:00","Lotion bleu","2503224",,,,,,"25-05-27",,"Ht","Oui",,"Godet ouvert au max .Pince flacon 1L. attention probleme au degodisage","N°75",,"1000","N.C","False","250","Vrai","72",,"14TL","14","250","Vrai","72",,"14TL","14","250","Vrai","64",,"14TL","14","250","63",,"14T","14","MO 1","999,64","200","13",,"275","False",,,"201","False","1,2","F10","F10","224",,"0",,"14",,"257",,,,"False",,,,,,"187","46","190",,,,"VRP15201",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Kl24008","03/06/2025 05:14","23/07/2025 03:00","Sérum booster trio-zinc","2503208",,,,,,"25-06-03",,"Ht","Non",,,"N°4","F9","30","N.C","False","60","Vrai",,,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","953,81","99","37",,,"False",,,"120","False","1","F6","F5","115","F6","150","F6","38",,"170",,,,"False",,,,,,,,,,,,,,,,,,,,,,
"S200037","05/12/2024 00:47","23/07/2025 03:00","Huile demaquillante aux 5 omégas","2502199",,,,,,"25-03-20","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[1e5c1535-caaa-47e0-b99d-fb62d3b75f0d][1]_[2].jpeg","JB","Oui",,,"N°8","F11","150","N.C","False","125","False","45",,"8L","8","125","False","37",,"8L","8","60","Vrai","14",,"8MW","8",,,,,,,"980,7",,,"240",,"False",,,"184","False","0,8","F6","F6","179","F11","84","F11","25",,"242",,,,"False",,,,,,"50,6","2","20,3",,,,,,,,,,,,,,
"Ge23007","11/03/2025 01:18","23/07/2025 03:00","Tvl eau tomate demaq","250214z",,,,,,"25-03-11",,"Ht","Oui",,,"N°68","F7","50","N.C","False","60","Vrai","55",,"12TL","12",,"False",,,,,,"False",,,,,,,,,,"MO 2",,,,,,"False",,,,"False",,,,,,,,"30",,,,,,"False",,,,,,,,,,,,"VRE20361",,"OUI","NON","Nc",,"OUI",,"mettre filtre a l'entree machine ","OUI","OUI"
"Jt22002","30/09/2024 22:31","23/07/2025 03:00","Shampoing douche remineralisant","2411217A",,,,,,"25-01-30",,"Ht",,,,"N°31","F18","380","N.C","False","250","False","70",,,"14","125","False","70",,,"14","60","Vrai","9",,"8MW","8",,,,,,"MW","986,5","179","26",,,"False",,,"200","False","1,45","F6","F1","195","F1","97","F1","23",,"243",,,,"False",,"158","116","567",,"275","14","127,5",,,,"RT321005",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"s210001","22/04/2025 23:05","23/07/2025 03:00","SF brume eau miscellaire ","2503147",,,,,,"25-03-25",,"ht","oui",,"attention mousse fortement","N°68","F10","50","N.C","False","60","Vrai","54",,"12T","12",,"False",,,,,,"False",,,,,,,,,,"MO 1","956.91",,,,,"False",,,"113","False","1","F10","F10",,,,,,,,,,,"False",,,,,,,,,,,,"V237",,"Nc","Nc","Nc",,"NC",,,"OUI","NON"
"KL23006","28/04/2025 02:05","23/07/2025 03:00","Soin peeling eclat vit C","2412050",,,,,,"25-04-28",,"HT","OUI",,,"N°44","F5","30","N.C","False","60","Vrai","32",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,,"955,4","9,4","3",,,"False",,,"120","False","1.2",,"F7","10,7","F15","21","F15","20",,,,,,"False",,,,,,,,,,,,"VRL23901",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"Kt22017","04/07/2024 01:00","23/07/2025 03:00","Lotion tonique de beaute","2411020",,,,,,"24-12-05",,"Ht","Oui","Roma",,"N°8","F2","500","N.C","False","60","Vrai","57",,"14TL","14","250","Vrai","65",,"14TL","14","250","Vrai","55",,"12TL","14",,,,,,"MO 2","978,8","161","20",,,"False",,,"176","False","0,8","F1","F1","184","F2","85","F2","21","250","227","80","75","230","False",,,,,,,,,,,,,,,,,,,,,,
"Kt22013","06/11/2024 21:58","23/07/2025 03:00","Ecume d'eau","2411122",,,,,,"25-01-06","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[b222adbf-e9ad-46ee-a9a7-1df7bc4e69bd][1]_[2].jpeg","Ht","Oui","Foamer 150",,"N°32","F4","150","N.C","False","60","Vrai","20",,"12TL","12x42","250","Vrai","36",,"12TL","12x42",,"False",,,,,,,,,,"MO 2","969,34","130","30",,,"False",,,"168","False","1","F4","F4","150","F4","165","F4","30",,"218,5",,,,"False",,,,,,"839","63,25","153",,,,,,,,,,,,,,
"S200034","26/11/2024 23:53","23/07/2025 03:00","Flash éclat mousse nettoyante ","2411003",,,,,,"24-11-27",,"Ht","Oui","Foamer 150","Enchainement de lot","27","F4","150","N.C","False","60","Vrai","25","0","12TL","12x42","250","Vrai","37",,"12TL","12x42",,"False",,,,"12x42",,,,,,,"973","135","32","0","0","False","0",,"175","False","1","F1","F4","159","F4","154","F4","35","500","228","100","70","100","False",,,,"0","0",,,,,,,"V238",,"OUI","NON","Nc",,"NON",,,"OUI","OUI"
"Ge23030","28/11/2024 21:41","23/07/2025 03:00","Tvl huile tomate demaq","2411011",,,,,,"24-11-28",,"Ht","Non",,"Cadence limite a 20 pour etiqueteuse","N°59","F10","50","N.C","False","60","False","54",,"8L","8",,"False",,,,,,"False",,,,,,,,,,"L","956,8",,,"185",,"False",,,"14","False","1","F10","F10","125","F7","190","F7","25",,"153",,,,"False",,,,,,,,,,,,,,,,,,,,,,
"S200034","16/12/2024 01:44","23/07/2025 03:00","Flash éclat mousse nettoyante ","2411166",,,,,,"24-12-16","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[50ae0ae0-e8cf-4e2b-9ce5-11ff4941b936][1]_[2].jpeg","Ht","Oui","Foamer 150","Probleme pompe 250 passage sur 2x125","27","F4","150","N.C","False","60","Vrai","25","0","12TL","12x42","125","Vrai","37",,"12TL","12x42","125","Vrai","37",,"12TL","12x42",,,,,,,"973","135","32","0","0","False","0",,"175","False","1","F1","F4","159","F4","154","F4","35","500","228","100","70","100","False",,,,"0","0",,,,,,,"V238",,"OUI","NON","Nc",,"NON",,,"OUI","OUI"
"S200034","16/12/2024 06:05","23/07/2025 03:00","Flash éclat mousse nettoyante ","2411178",,,,,,"24-12-16","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[22de2085-96ff-49c0-bb21-215c8da5ed91][1]_[1].jpeg","Ht","Oui","Foamer 150","Probleme pompe 250 passage sur 2x125","27","F4","150","N.C","False","60","Vrai","25","0","12TL","12x42","125","Vrai","37",,"12TL","12x42","125","Vrai","37",,"12TL","12x42",,,,,,,"973","135","32","0","0","False","0",,"175","False","1","F1","F4","159","F4","154","F4","35","500","228","100","70","100","False",,,,"0","0",,,,,,,"V238",,"OUI","NON","Nc",,"NON",,,"OUI","OUI"
"Vt21025","26/11/2024 23:55","23/07/2025 03:00","Serum intens lift fermete ","2410201",,,,,,"24-11-27",,"Ht",,,,"N°","F7","30","N.C","False","60","Vrai","35",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,,,,,,,"False",,,,"False",,,,,,,,,,,,,,"False",,,,,,,,,,,,"VRT22031",,"NON","NON","Nc",,"OUI",,"Formule sensible ","OUI","OUI"
"Kt22017","05/12/2024 23:55","23/07/2025 03:00","Lotion tonique de beaute","2409125",,,,,,"24-12-06",,"Ht","Oui","Roma","Enchainement de lot","N°8","F2","500","N.C","False","60","Vrai","57",,"14TL","14","250","Vrai","65",,"14TL","14","250","Vrai","55",,"12TL","14",,,,,,"MO 2","978,8","161","20",,,"False",,,"176","False","0,8","F1","F1","184","F2","85","F2","21","250","227","80","75","230","False",,,,,,,,,,,,,,,,,,,,,,
