"Titre","Créé","Modifié","Nom","numerosLot","numerosOf","Of precedent","Of precedent: Nom","Of Lavage","Of Lavage: Nom","Date","Facing","Régleur","Moussant","Ref flacon","Observation","Programme","Godet","Volume","Volume démarrage","Filtre","Pompe 1","Motorisé 1","valeur 1","Bute bec 1","tube bec 1","Centreur 1","Pompe 2","motorisé 2","valeur 2","bute bec 2","tube bec 2","Centreur 2","Pompe 3","motorisé 3","valeur 3","bute bec 3","tube bec 3","Centreur 3","Pompe 4","valeur 4","bute bec 4","tube bec 4","Centreur 4","Type de bec","H machine","ctrl jus H","ctrl jus prof","ctrl ultra","H compo 1","Prés_Marteau","H marteau","Embout","H compo 2","Prés_Visseuse","couple vis","buté vis","pince vis","H pince ext","Type pince ext","H pince int","Type pince int","cadence","visseuse","H finale","convoyeur","cames bec on","cames bec off","presence_Ceuilleur","Cueilleur","Cueilleur 1 ","Cueilleur 2","Cueilleur 3","Hauteur rail","Dégodiseur A","Dégodiseur B","Dégodiseur C","Etiquette","Consigne Etiquette","Etiqueteuse","vrac","vrac: type vrac","vrac: Pompe","vrac: Etuve","vrac: T°C ambiante","vrac: Rincage Eko","vrac: Circuit Fermé Microbio","CF","vrac: Commentaire","vrac: Labo validation","vrac: Microbio validation"
"Jt22002","04/06/2025 02:54","05/02/2026 05:43","Shampoing douche remineralisant","2504200",,,,,,"25-06-04",,"Ht","Non",,,"N°31","F18","380","N.C","False","250","False","66",,"12DO","14x42","125","False","68",,"12DO","14x42","60","Vrai","21",,"12DO","14x42",,,,,,"MO1R","985,9","179","26",,,"False",,,"200","False","1,45","F6","F1","195","F1","97","F1","23",,"243",,,,"Vrai","OUI","158","116","567",,"275","14","127,5",,,,"RT321005",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"Vt22015","22/05/2025 00:11","05/02/2026 05:43","Lotion tonique de beaute","2501024",,,,,,"25-02-12","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[57574814789e4cb8afdd952b991132ea][1]_[1].jpeg","Thomas","Oui",,,"N°38","F3","200","N.C","False","250","Vrai","42",,"12TL","12","60","Vrai","55",,"12TL","12",,"False",,,,,,,,,,"MO 2","982,7","158","50",,,"False",,,"197","Vrai","1,4","F6","F1","198","F3","126","F3","18",,"278",,,,"Vrai","OUI","145","130","555","278","27","4","20,7",,,,,,,,,,,,,,
"Vt22015","22/05/2025 00:11","05/02/2026 05:43","Lotion tonique de beaute","2501024",,,,,,"25-02-12","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[cd5161fb17ef4254957c2f05f07b8dcb][1]_[1].jpeg","Thomas","Oui",,,"N°38","F3","200","N.C","False","250","Vrai","42",,"12TL","12","60","Vrai","55",,"12TL","12",,"False",,,,,,,,,,"MO 2","982,7","158","50",,,"False",,,"197","Vrai","1,4","F6","F1","198","F3","126","F3","18",,"278",,,,"Vrai","OUI","145","130","555","278","27","4","20,7",,,,,,,,,,,,,,
"Vt22015","22/05/2025 00:10","05/02/2026 05:42","Lotion tonique de beaute","2502102",,,,,,"25-05-22","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[ec0c500e3bfb4b96803bf8d9576f16ab][1]_[1].jpeg","Ht","Oui",,,"N°25","F3","200","N.C","False","60","Vrai","40",,"14TL","14","250","Vrai","44",,"12TL","14",,"False",,,,,,,,,,"MO 2","983,7","172","32",,,"False",,,"177","Vrai","1,4","F1","F1","190","F3","78","F3","23",,"236",,,,"Vrai","OUI","153","77","545","278","334","5","185",,,,,,,,,,,,,,
"Ke24001","21/05/2025 00:40","05/02/2026 05:42","Tonique Tomate eclat pro","2412066",,,,,,"25-05-21","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[70662984879d412485f26f82e81690c6][1]_[1].jpeg","Ht","Oui","Roma","Petite goutte sur flacon ","N°58","F2","480","N.C","False","60","Vrai","65",,"14TL","14","250","Vrai","62",,"14TL","14","250","Vrai","50",,"14TL","14",,"2",,,,"MO 2","979","148","21",,,"False",,,"192","False","1","F1","F1","182","F2","135","F2","10",,"227",,,,"Vrai","OUI","145","81","535",,"359","70","166",,,,"VRE20391",,"Nc","Nc","Nc",,"OUI",,"Filtration obligatoire au condit","OUI","OUI"
"Ep24001","25/02/2025 05:32","05/02/2026 05:42","Huile post epil hw","2501149",,,,,,"25-02-25",,"Ht",,,,"N°65","F16","30","N.C","False","125","Vrai","18",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","955",,,"183",,"False",,,"110","Vrai",,"F18","F19","120","F16","123","F16","25",,"148",,,,"Vrai","OUI","971","36","320",,,,,,,,"VRP15212",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Kt22016","27/01/2025 00:07","05/02/2026 05:42","Lait veloute demaquillant","2412170",,,,,,"25-01-24","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[eeac9b18-3bf7-4187-b760-9c1e15aeb363][1]_[1].jpeg","jb","Non",,,"9","F2","500","N.C","False","250","False","65",,"12D","12","250","False","65",,"12D","12","60","False","32",,"12D","12",,,,,,"MO 2","979","163","15",,,"False",,,,"False","1,0","F1","F1","18,2","F2","13,5","F2","21",,"27",,,,"Vrai","OUI","14,5","13,5","53,8","245","450","7,5","149",,,,"VRT21103",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"Ke24001","18/11/2024 05:26","05/02/2026 05:42","Tonique Tomate eclat pro","2412066",,,,,,"25-02-14","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[6bd70c1be29543f3ab5ea3f5e2512898][1]_[8].jpeg","Jb","A balle","Roma","Gros problème de remplissage ne plus faire passer a l'EKO (cadence a 10)","N°58","F2","480","N.C","False","60","Vrai","64",,"12TL","12","250","Vrai","62",,"12TL","12","250","Vrai","61",,"12TL","12",,"2",,,,"MO 2","979","148","21",,,"False",,,"192","False","1","F1","F1","182","F2","135","F2","10",,"227",,,,"Vrai","OUI","145","81","535",,"359","70","166",,,,"VRE20391",,"Nc","Nc","Nc",,"OUI",,"Filtration obligatoire au condit","OUI","OUI"
"Kt21004","04/11/2024 05:48","05/02/2026 05:42","Eau miscellaire","N.C",,,,,,"N.C",,,,,,"N°2","F2","500","N.C","False","60","Vrai","56",,"12TL","12","250","Vrai","65",,"14TL","14","250","Vrai","54",,"14TL","14",,,,,,"MO 2","979","155","19",,,"False",,,"175","Vrai","1,2","F1","F1",,,,,"15","140",,"80",,,"Vrai","Oui","145","81","534","246,8",,,,,,,"VRT21131",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Gt24002","24/10/2024 02:15","05/02/2026 05:42","Lait corp hydratant","N.C",,,,,,"N.C",,,,,,"N°1","F1","400","N.C","False","250","False","54","16","12D","14","250","False","56","16","12D","14",,"False",,,,,,,,,,"MO 1","994","130","230",,,"False",,,"205","False","300","F1","F1","215","F1","99","F1","22",,"370","80","75","230","Vrai","OUI","178","99","60","181",,,,,,,"VRT15111",,"Nc","Nc","Oui",,"OUI",,,"OUI","OUI"
"Ke23029","10/10/2024 03:50","05/02/2026 05:42","Eau tomate demaq","N.C",,,,,,"N.C",,,,,,,"F2","500","N.C","False","250","Vrai","65",,,"14","250","Vrai","65",,"14TL","14","60","Vrai","50",,"12T","12",,,,,,"MO 2","980,15","168","20",,,"False",,,"182","False","4","F1","F1","180","F2","84","F2","15","150","232",,,,"Vrai","OUI","145","83","538","246",,,,,,,"VRE20361",,"OUI","NON","Nc",,"OUI",,"mettre filtre a l'entree machine ","OUI","OUI"
"JT22003","08/10/2024 02:22","05/02/2026 05:42","Lait corps hydratant","N.C",,,,,,"25-01-23",,"JB","Non",,,"N°39","F18","380","N.C","False","60","False","26",,,,"250","False","66",,,,"250","Vrai","34",,,,,,,,,,"989","17,3","23",,,"False",,,,"False","0.8","F1","F1","21,1","F1","11,4","F1","23",,"29,5",,,,"Vrai","OUI","16.3","11.2","57",,"154","1","149",,,,,,,,,,,,,,
"Vt22015","22/07/2024 04:35","05/02/2026 05:42","Lotion tonique de beaute","2501024",,,,,,"25-02-12","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[c401ef252a794404bdd61db2d073c9ce][2]_[12].jpeg","Thomas","Oui",,,"N°38","F3","200","N.C","False","250","Vrai","42",,"12TL","12","60","Vrai","55",,"12TL","12",,"False",,,,,,,,,,"MO 2","982,7","158","50",,,"False",,,"197","Vrai","1,4","F6","F1","198","F3","126","F3","18","150","278","80",,,"Vrai","OUI","145","130","555","278","27","4","20,7",,,,,,,,,,,,,,
"Kt22016","18/07/2024 03:53","05/02/2026 05:42","Lait veloute demaquillant","2412155A",,,,,,"25-01-27","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[a91ef240-63d6-43b8-b8ef-e7543a49998a][1]_[4].jpeg","Ht","Non",,,"9","F2","500","N.C","False","250","False","65",,"12D","12","250","False","65",,,"14","60","False","32",,,"14",,,,,,"MO 1","979","163","15",,,"False",,,,"False","1,0","F1","F1","18,2","F2","13,5","F2","21",,"27",,,,"Vrai","OUI","14,5","13,5","53,8","245","450","7,5","149",,,,"VRT21103",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"VT22014","24/06/2024 04:23","05/02/2026 05:42","Lait Velouté Démaquillant","2504201",,,,,,"25/07/09",,"HT","Non",,"Remplissage non esthétique validé","N°12","F3","200","N.C","False","250","False","49",,"12D","12","60","Vrai","27",,"12D","12",,"False",,,,,,,,,,"MO 1","982,95","164","25",,,"False",,,"187","Vrai","0.9","F1","F1","190","F3","128","F3","23","300","236,5","80","90","220","Vrai","OUI","149","125","553","229,1",,,,,,,"VRT21103",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"VL24038","03/02/2026 22:38","03/02/2026 22:38","Sérum booster trio-zinc","2601001",,,,,,"26/02/04",,"Ht","Non",,,"N°4","F9","30","31,7","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","953,81","95","35",,,"False",,,"120","Vrai","1","F6","F5","115","F6","150","F6","30",,"170",,,,"False",,,,,,,,,,,,"VRL22491",,"Nc","Nc","Nc","NON","OUI","OUI",,"OUI","OUI"
"S250001","03/02/2026 04:23","03/02/2026 04:24","Flash éclat mousse nettoyante ","2601066",,,,,,"26/02/03","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[5daa5b90733f44fd8cd3ba7396246ce8][1]_[1].jpeg","ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar !!! Pas de centrage sur bec 2.","27","F4","152","154,5","Vrai","60","Vrai","36","0","14T","14x42","250","Vrai","33",,"14TL",,,"False",,,,,,,,,,"MO1R","974","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","40",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"MU003","02/02/2026 02:51","02/02/2026 23:48","Mousse douceur","2601223",,,,,,"26/02/02",,"Ht","Oui","Former 100","Ajout de cale au pince pour serrer sur pompe et non sur capot . ajout d'une butée de vissage pour guider les pompes. Attention monter en alignant les pinces avec les trou de passages.","N°78","F4","100","100,7","Vrai","60","False","35",,"14T","14x42","125","Vrai","39",,"14TL",,,"False",,,,,,,,,,"MO1R","961,3","96","35",,,"False",,,"148","Vrai","1",,"F4","127","F4","135","F4","25",,"Nc",,,,"False",,,,,,"995","6","235",,,,,,,,,,,,,,
"S250001","01/02/2026 23:13","01/02/2026 23:14","Flash éclat mousse nettoyante ","2601013",,,,,,"26/02/02","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[e4281b436e8740909683cc0f72c06f71][1]_[1].jpeg","ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar !!! Pas de centrage sur bec 2.","27","F4","152","153,1","Vrai","60","Vrai","22","0","14T","14x42","250","Vrai","36",,"14TL",,,"False",,,,,,,,,,"MO1R","974","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","35",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"KP17001","29/01/2026 23:51","29/01/2026 23:51","Huil pre et post epilatoire ","2601017",,,,,,"26/01/30",,"HT","Oui",,"Passage en bec MW probleme avec L flacon écrasé, cadence passé à 13 pour mousse.Entré tuyaux court gros Ø","N°85","1L","1000","1003,7","False","250","Vrai","72",,"14MW","14x42","250","False","72",,"14MW","14x42","250","False","66",,"14MW","14x42","250","61",,"14MW","14","MW","1003",,,,"272","False",,,,"Vrai","1,3","F10","F10","224","F1L","0","F1L","13",,"256",,,,"False",,,,,,,,,,,,"VRP15212",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Vt21025","29/01/2026 03:49","29/01/2026 03:49","Serum intens lift fermete ","2512141",,,,,,"26/01/29",,"Ht",,,,"N°7","F7","30","31,4","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,,,"110","43",,,"False",,,"126","Vrai","1","F7","F7","132","F7","135","F7","25",,"180",,,,"False",,,,,,"898","715","149",,,,"VRT22031",,"NON","NON","Nc",,"OUI","OUI","Formule sensible ","OUI","OUI"
"S200035","27/01/2026 23:55","28/01/2026 01:37","Brume hydro-tonique","2601176",,,,,,"26/01/28",,"Ht","Oui",,"Ajout filtre .Mise des capot fin de ligne pas assez de conditionneuse","30","F6","100","100,7","Vrai","60","Vrai","20","0","14T","14","125","Vrai","48",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","968,7","143","40","0","209","Vrai","430","M1","165","False",,,,"0",,"0",,"27",,,,,,"False",,,,"0",,"898","0","230",,,,"V241","J+1","OUI","NON","Nc",,"NON","NON","J+1 car parfum déphase","OUI","OUI"
"KL20027","28/01/2026 00:40","28/01/2026 00:40","Brume hydro-tonique","2601176",,,,,,"26/01/28",,"Ht","Oui",,"Ajout filtre .Mise des capot fin de ligne pas assez de conditionneuse","30","F6","100","100,7","Vrai","60","Vrai","20","0","14T","14","125","Vrai","48",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","968,7","143","40","0","209","Vrai","430","M1","165","False",,,,"0",,"0",,"27",,,,,,"False",,,,"0",,"898","0","230",,,,"V241","J+1","OUI","NON","Nc",,"NON","NON","J+1 car parfum déphase","OUI","OUI"
"Ve23034","20/01/2026 05:25","20/01/2026 05:25","super serum hydra-repulp","2512169",,,,,,"26/01/20",,"ht","Non",,,"N°53","F19","30","31,5","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","962","125","42",,,"False",,,"135","Vrai","1","F19","F19","130","F19","133","F19","18",,"175",,,,"False",,,,,,,,,,,,"VRE24091",,"Nc","Nc","Nc","NON","NON",,,"NON","NON"
"Vt18017","20/01/2026 02:33","20/01/2026 02:33","Serum correcteur pigmentaire","2512136",,,,,,"26/01/20",,"Ht","Non",,"Tremie ","N°7","F7","30","31,1","False","60","False","31",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","961,6","121","41",,,"False",,,"141","Vrai","1,3","F19","F19","124","F7","132","F7","20",,"179",,,,"False",,,,,,,,,,,,"VRT18311",,"Non","Nc","Nc",,"OUI","OUI",,"OUI","OUI"
"S250001","16/01/2026 02:00","16/01/2026 02:00","Flash éclat mousse nettoyante ","2512103",,,,,,"26/01/16","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[5f130b9a53b846a5ae5c764f46ea3195][1]_[1].jpeg","ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar !!! Pas de centrage sur bec 2.","27","F4","152","153,1","Vrai","60","Vrai","24","0","14T",,"250","Vrai","36",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","974","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","35",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"KE22007","15/01/2026 04:49","15/01/2026 05:12","Super serum micropeel","2512014",,,,,,"26/01/15",,"HT","non",,"Attention 2 bec obligatoirepour eviter bulle dans flacon","N°42","F9","60","60,5","False","60","Vrai","55",,"8MW","8","20","Vrai","32","35mm","8MW","8",,"False",,,,,,,,,,,,"127","34",,,"False",,,"112","Vrai","0,9",,"F15","150","F15","119","F15","25",,,,,,"False",,,,,,,,,,,,"VRE23201",,"Nc","Nc","Nc",,"OUI","OUI",,"OUI","OUI"
"S250001","14/01/2026 02:22","14/01/2026 02:23","Flash éclat mousse nettoyante ","2512067",,,,,,"26/01/14","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[4f576358bce0406697a0b582591fe6dd][1]_[1].jpeg","ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar !!! Pas de centrage sur bec 2.","27","F4","152","154,9","Vrai","60","Vrai","24","0","14T",,"250","Vrai","36",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","973","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","35",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"KT23001","22/12/2025 21:48","09/01/2026 05:08","Gel plasmag",,,,,,,"25/12/23",,"HT","Oui",,"essai avecbec long Ø12DO . attention mettre pompe au poste 1. Godet ouvert a fin et serrer.Poste palette difficile diminution de la cadence a 15 mais peut aller jusqu'a 17 et plus si passage avec 3 bec Ø12 DOL","N°","1L","1000","1003","False","250","Vrai","72",,"12DO","12","250","Vrai","72",,"12DOL","12","250","False","72",,"12DO","12","250","55",,"12DO","12","MO 1","1003",,,,,"False",,,,"Vrai","1","F1","F1",,"F1L",,"F1L","15",,,,,,"False",,,,,,,,,,,,,,,,,,,,,,
"KP17001","09/01/2026 01:25","09/01/2026 02:52","Huil pre et post epilatoire ","2512097",,,,,,"26/01/09",,"HT","Oui",,"Passage en bec MW probleme avec L flacon écrasé, cadence passé à 13 pour mousse.Entré tuyaux court gros Ø","N°85","1L","1000","1003,8","False","250","Vrai","72",,"14MW","14x42","250","False","72",,"14MW","14x42","250","False","66",,"14MW","14x42","250","58",,"14MW","14","MW","1003",,,,"272","False",,,,"Vrai","1,3","F10","F10","224","F1L","0","F1L","13",,"256",,,,"False",,,,,,,,,,,,"VRP15212",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Vt23003","07/01/2026 23:33","07/01/2026 23:33","Spray lactee hydratant spf50+","2512208",,,,,,"26/01/08","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[b8d0229c6251460a8863e188d4bbd465][1]_[1].jpeg","Ht","Oui","Elancia 150ml",,"N°57","F11","150","151,1","False","125","Vrai","40",,"14TL","14","125","False","34",,"14TL","14","60","Vrai","25",,"14T","14",,,,,,"MO 2","98118","155","35",,,"False",,,"197","Vrai","1,2","F1.2","F6","181","F11","83","F11","28",,"238",,,,"False",,,,,,,,,,,,"VRT24261","J+1","OUI","NON","Nc",,"NON","NON","déphase rapidement, l'agitation est recommandée. Filtre entré machine obligatoire grox cristaux présent dans vrac.","OUI","OUI"
"KP17001","09/12/2025 06:58","06/01/2026 06:02","Huil pre et post epilatoire ","2509092",,,,,,"25/12/09",,"HT","Oui",,"Grand tuyaux a l'entrée. Attention laisser 7mm au bec 4 pour ne pas écraser flacon ","N°85","1L","1000","N.C","False","250","False","72",,"8L","8","250","False","72",,"8L","8","250","False","66",,"8L","8","250","61",,"14MW","14",,"1003",,,,"272","False",,,,"Vrai","1,3","F10","F10","224","F1L","0","F1L","14",,"256",,,,"False",,,,,,,,,,,,"VRP15212",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Vt23004","06/01/2026 05:33","06/01/2026 05:33","Huile solaire spf 30","2511049",,,,,,"26/01/06","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[cc5c7028bbb64c69b7be722cd48a961f][1]_[1].jpeg","Ht","Oui",,,"N°83","F11","150","150,9","False","250","False","19",,"8L","8","125","False","40",,"8L","8","60","False","15",,"8L","8",,,,,,"L","980,05",,,"252",,"False",,,"195","Vrai","1","F1.2","F6","104","F11","83","F11","28",,"237",,,,"False",,,,,,"379","2,7","180",,,,"VRT24271",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"JT23001","22/12/2025 02:11","22/12/2025 23:31","Huile de modelage relaxante","2511168",,,,,,"25/12/23",,"HT","oui",,"passage en 2 xMW pour mousse .essai en bec l probleme poid car hauteur flacon variable.Attention ne pas monter couple sinon casse du flacon.","N°","F11","50","50.6","False","60","Vrai","40",,"8MW","8","60","Vrai","22",,"8MW","8",,"False",,,,,,,,,,,,,,,,"False",,,,"Vrai","0.8","F11","F11",,"F11",,"F11","25",,,,,,"False",,,,,,,,,,,,,,,,,,,,,,
,"22/12/2025 02:09","22/12/2025 02:09","Huile modelage relaxante","2511138",,,,,,"25/12/22",,,,,"essai en L probleme de poid car hauteur de flacon variable passage en MW","N°84","F11","50","50.6","False","60","Vrai","52",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW",,,,,,"False",,,,"Vrai","0.8","F11","F11",,"F11",,"F11","20",,,,,,"False","NON",,,,,,,,,,,,,,,,,,"OUI",,,
"Vt23004","18/12/2025 00:26","18/12/2025 00:27","Huile solaire spf 30","2511014A",,,,,,"25/12/17","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[f16d6651e6234768a0de0a7714e3e2f7][1]_[1].jpeg","Ht","Oui",,,"N°83","F11","150","150,5","False","250","False","19",,"8L","8","125","False","40",,"8L","8","60","False","15",,"8L","8",,,,,,"L","980,05",,,"252",,"False",,,"195","Vrai","1","F1.2","F6","104","F11","83","F11","28",,"237",,,,"False",,,,,,"379","2,7","180",,,,"VRT24271",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Vt23004","18/12/2025 00:26","18/12/2025 00:27","Huile solaire spf 30","2511197A",,,,,,"25/12/17","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[27923262265a4188bc2deb98b24cb953][1]_[1].jpeg","Ht","Oui",,,"N°83","F11","150","150,3","False","250","False","19",,"8L","8","125","False","40",,"8L","8","60","False","15",,"8L","8",,,,,,"L","980,05",,,"252",,"False",,,"195","Vrai","1","F1.2","F6","104","F11","83","F11","28",,"237",,,,"False",,,,,,"379","2,7","180",,,,"VRT24271",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Vt23004","17/12/2025 02:32","17/12/2025 02:33","Huile solaire spf 30","2511197",,,,,,"25/12/17","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[4db2aea74a124c24a09310700a13f521][1]_[1].jpeg","Ht","Oui",,,"N°83","F11","150","150,8","False","250","False","19",,"8L","8","125","False","40",,"8L","8","60","False","15",,"8L","8",,,,,,"L","980,05",,,"252",,"False",,,"195","Vrai","1","F1.2","F6","104","F11","83","F11","28",,"237",,,,"False",,,,,,"379","2,7","180",,,,"VRT24271",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Vp17004","17/12/2025 01:23","17/12/2025 01:26","Huile pre & post épilatoire ","2412161",,,,,,"25/12/17","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[13c37563aa224bc0b0dc9851ac966e69][1]_[1].jpeg","JB","Oui",,,"N°29","F4","250","N.C","False","250","False","23","0","14MW","14","250","False","24",,"14MW","14","125","False","30",,"8MW",,,"29",,"8L","8","MW","989.51","0","0","257","255","Vrai","467","F9","185","Vrai","1","F13","F13","208","F4",,"F4","25",,"243",,,,"False",,,,"0",,"174","5.9","215",,,,"VRP15212",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Gp17001","16/12/2025 06:15","16/12/2025 06:15","Huile pré & post épil","2511131",,,,,,"25/12/16","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[415999f27f964cb6b6323c770fb0ca40][1]_[1].jpeg","ht","Oui",,"passage en bec MW  ur n°3 car enchainement GP17004","N°51","F16","30","30.4","False",,"False",,,,,,"False",,,,,"60","Vrai","35",,"8MW","8",,"33",,"8L","8","L","955,67",,,"177",,"False",,,"108","Vrai","1,2","F18","F19","123","F7","191","F7","25",,"189",,,,"False",,,,,,"103,6","55","29,1",,,,"VRP15212",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Gp17001","09/02/2025 23:54","16/12/2025 02:40","Huile pré & post épil","2412161",,,,,,"25/02/10","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[fc642e01-fc6f-48b0-b5bd-f4b3bf17206b][1]_[2].jpeg",,"Oui",,"Remonter bec 4 de 5 cm pour ne pas toucher le godet. Enchainement suite of 250ml","N°51","F16","30","N.C","False",,"False",,,,,,"False",,,,,,"False",,,,,"60","33",,"8L","8","L","955,67",,,"177",,"False",,,"108","Vrai","1,2","F18","F19","123","F7","191","F7","25",,"189",,,,"False",,,,,,"103,6","55","29,1",,,,"VRP15212",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"S250001","16/12/2025 00:40","16/12/2025 00:40","Flash éclat mousse nettoyante ","2511195",,,,,,"25/12/16","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[0c99bfe4ddce4364bc4ebc2c3b524f48][1]_[1].jpeg","ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar !!! Pas de centrage sur bec 2.","27","F4","152","153.2","False","60","Vrai","24","0","14T",,"250","Vrai","34,5",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","973","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"S250001","16/12/2025 00:39","16/12/2025 00:39","Flash éclat mousse nettoyante ","2511095",,,,,,"25/12/16","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[70d85f3bb2fa46cd977ba7fcc968acbc][1]_[1].jpeg","ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar !!! Pas de centrage sur bec 2.","27","F4","152","155.2","False","60","Vrai","24","0","14T",,"250","Vrai","34,5",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","973","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"S250001","16/12/2025 00:39","16/12/2025 00:39","Flash éclat mousse nettoyante ","2511043A",,,,,,"25/12/16","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[e564afcf9cb84724a6bb84e74493cd61][1]_[1].jpeg","ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar !!! Pas de centrage sur bec 2.","27","F4","152","154.2","False","60","Vrai","24","0","14T",,"250","Vrai","34,5",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","973","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0",,,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
